The data of the Swiss Glacier Monitoring Network (GLAMOS) are freely available (https://www.glamos.ch) and may be used with indication of the source for scientific and non-commercial use.
"When using these data, please cite as:"
"GLAMOS (2025). Swiss Glacier Length Change, release 2025, Glacier Monitoring Switzerland, doi:10.18750/lengthchange.2025.r2025."
SWISS GLACIER LENGTH CHANGE
"glacier name,glacier id,start date of observation,quality of start date,end date of observation,quality of end date,length change,elevation of glacier tongue,observer"
"Brunnifirn,A51d-15,1895-09-01,x,1896-09-01,x,-3.00,,-"
"Brunnifirn,A51d-15,1898-09-01,x,1899-09-01,x,-31.00,,-"
"Brunnifirn,A51d-15,1899-09-01,x,1900-09-01,x,-6.00,,-"
"Brunnifirn,A51d-15,1900-09-01,x,1901-09-01,x,-23.00,,-"
"Brunnifirn,A51d-15,1901-09-01,x,1902-09-01,x,-6.00,,-"
"Brunnifirn,A51d-15,1902-09-01,x,1903-09-01,x,-5.00,,-"
"Brunnifirn,A51d-15,1903-09-01,x,1904-09-01,x,-3.00,,-"
"Brunnifirn,A51d-15,1904-09-01,x,1905-09-01,x,-21.00,,-"
"Brunnifirn,A51d-15,1905-09-01,x,1906-09-01,x,-20.00,,-"
"Brunnifirn,A51d-15,1906-09-01,x,1907-09-01,x,-9.00,,-"
"Brunnifirn,A51d-15,1907-09-01,x,1908-09-01,x,-16.00,,-"
"Brunnifirn,A51d-15,1908-09-01,x,1909-09-01,x,-2.00,,-"
"Brunnifirn,A51d-15,1909-09-01,x,1910-09-01,x,-24.00,,-"
"Brunnifirn,A51d-15,1910-09-01,x,1911-09-01,x,-18.00,,-"
"Brunnifirn,A51d-15,1911-09-01,x,1912-09-01,x,-15.00,,-"
"Brunnifirn,A51d-15,1912-09-01,x,1913-09-01,x,-6.00,,-"
"Brunnifirn,A51d-15,1913-09-01,x,1915-09-01,x,-32.00,,-"
"Brunnifirn,A51d-15,1915-09-01,x,1916-09-01,x,-6.00,,-"
"Brunnifirn,A51d-15,1916-09-01,x,1917-09-01,x,-17.00,,-"
"Brunnifirn,A51d-15,1917-09-01,x,1919-09-01,x,0.00,,-"
"Brunnifirn,A51d-15,1919-09-01,x,1920-09-01,x,-4.00,,-"
"Brunnifirn,A51d-15,1920-09-01,x,1921-09-01,x,-22.00,,-"
"Brunnifirn,A51d-15,1921-09-01,x,1922-09-01,x,4.00,,-"
"Brunnifirn,A51d-15,1922-09-01,x,1923-09-01,x,-6.00,,-"
"Brunnifirn,A51d-15,1923-09-01,x,1924-09-01,x,-4.00,,-"
"Brunnifirn,A51d-15,1924-09-01,x,1925-09-01,x,-14.00,,-"
"Brunnifirn,A51d-15,1925-09-01,x,1926-09-01,x,-1.00,,-"
"Brunnifirn,A51d-15,1926-09-01,x,1927-09-01,x,-19.00,,-"
"Brunnifirn,A51d-15,1927-09-01,x,1928-09-01,x,-4.00,,-"
"Brunnifirn,A51d-15,1928-09-01,x,1929-09-01,x,-4.00,,-"
"Brunnifirn,A51d-15,1929-09-01,x,1930-09-01,x,-8.00,,-"
"Brunnifirn,A51d-15,1930-09-01,x,1931-09-01,x,0.00,,-"
"Brunnifirn,A51d-15,1931-09-01,x,1932-09-01,x,-12.00,,-"
"Brunnifirn,A51d-15,1932-09-01,x,1933-09-01,x,-4.00,,-"
"Brunnifirn,A51d-15,1933-09-01,x,1935-09-01,x,-25.00,,-"
"Brunnifirn,A51d-15,1935-09-01,x,1936-09-01,x,4.00,,-"
"Brunnifirn,A51d-15,1936-09-01,x,1937-09-01,x,-10.00,,-"
"Brunnifirn,A51d-15,1937-09-01,x,1938-09-01,x,-8.00,,-"
"Brunnifirn,A51d-15,1938-09-01,x,1939-09-01,x,0.00,,-"
"Brunnifirn,A51d-15,1939-09-01,x,1940-09-01,x,0.00,,-"
"Brunnifirn,A51d-15,1940-09-01,x,1941-09-01,x,-10.00,,-"
"Brunnifirn,A51d-15,1941-09-01,x,1942-09-01,x,-10.00,,-"
"Brunnifirn,A51d-15,1942-09-01,x,1943-09-01,x,-2.00,,-"
"Brunnifirn,A51d-15,1943-09-01,x,1944-09-01,x,-5.50,,-"
"Brunnifirn,A51d-15,1944-09-01,x,1945-09-01,x,-38.00,,-"
"Brunnifirn,A51d-15,1945-09-01,x,1946-09-01,x,-11.00,,-"
"Brunnifirn,A51d-15,1946-09-01,x,1947-09-01,x,-18.00,,-"
"Brunnifirn,A51d-15,1947-09-01,x,1948-09-01,x,-4.00,,-"
"Brunnifirn,A51d-15,1948-09-01,x,1949-09-01,x,-21.00,,-"
"Brunnifirn,A51d-15,1949-09-01,x,1951-09-01,x,-10.00,,-"
"Brunnifirn,A51d-15,1951-09-01,x,1952-09-01,x,-8.00,,-"
"Brunnifirn,A51d-15,1952-09-01,x,1953-09-01,x,-25.00,,-"
"Brunnifirn,A51d-15,1953-09-01,x,1954-09-01,x,-14.00,,-"
"Brunnifirn,A51d-15,1954-09-01,x,1955-09-01,x,-3.00,,-"
"Brunnifirn,A51d-15,1955-09-01,x,1956-09-01,x,-4.00,,-"
"Brunnifirn,A51d-15,1956-09-01,x,1958-09-01,x,-8.00,,-"
"Brunnifirn,A51d-15,1958-09-01,x,1961-09-01,x,-24.00,,-"
"Brunnifirn,A51d-15,1961-09-01,x,1962-09-01,x,-10.00,,-"
"Brunnifirn,A51d-15,1962-09-01,x,1963-09-01,x,-5.00,,-"
"Brunnifirn,A51d-15,1963-09-01,x,1964-09-01,x,-6.00,,-"
"Brunnifirn,A51d-15,1964-09-01,x,1965-09-01,x,-2.00,,-"
"Brunnifirn,A51d-15,1965-09-01,x,1966-09-01,x,-2.00,,-"
"Brunnifirn,A51d-15,1966-09-01,x,1967-09-01,x,-2.00,,-"
"Brunnifirn,A51d-15,1967-09-01,x,1968-09-01,x,4.00,,-"
"Brunnifirn,A51d-15,1968-09-01,x,1969-09-01,x,-7.00,,-"
"Brunnifirn,A51d-15,1969-09-01,x,1971-09-01,x,-23.00,,-"
"Brunnifirn,A51d-15,1971-09-01,x,1972-09-01,x,-12.00,,-"
"Brunnifirn,A51d-15,1972-09-01,x,1973-09-01,x,50.00,,-"
"Brunnifirn,A51d-15,1973-09-01,x,1974-09-01,x,-15.00,,-"
"Brunnifirn,A51d-15,1974-09-01,x,1975-09-01,x,-38.00,,-"
"Brunnifirn,A51d-15,1975-09-01,x,1976-09-01,x,-26.00,,-"
"Brunnifirn,A51d-15,1976-09-01,x,1977-09-01,x,0.00,,-"
"Brunnifirn,A51d-15,1977-09-01,x,1978-09-01,x,49.00,,-"
"Brunnifirn,A51d-15,1978-09-01,x,1979-09-01,x,-40.00,,-"
"Brunnifirn,A51d-15,1979-09-01,x,1980-09-01,x,-7.00,,-"
"Brunnifirn,A51d-15,1981-09-01,x,1983-09-01,x,-50.00,,-"
"Brunnifirn,A51d-15,1983-09-01,x,1990-09-13,,-321.00,,AW/ETHZ; Andreas Bauder (20221103)"
"Brunnifirn,A51d-15,1990-09-13,,1997-09-17,,-8.70,,AFJ/UR; Jann Marx"
"Brunnifirn,A51d-15,1997-09-17,,2003-09-19,,-7.20,2560,AFJ/UR; Jann Marx"
"Brunnifirn,A51d-15,2003-09-19,,2009-09-28,,-5.40,2560,AFJ/UR; Jann Marx"
"Brunnifirn,A51d-15,2009-09-28,,2014-08-28,,-3.90,2560,AFJ/UR; Martin Planzer"
"Brunnifirn,A51d-15,2014-08-28,,2015-08-26,,-3.50,2560,AFJ/UR; Martin Planzer"
"Brunnifirn,A51d-15,2015-08-26,,2016-08-26,,-1.00,2570,AFJ/UR; Martin Planzer"
"Brunnifirn,A51d-15,2016-08-26,,2017-08-25,,-0.90,2570,AFJ/UR; Martin Planzer"
"Brunnifirn,A51d-15,2017-08-25,,2018-09-04,,-0.60,2570,AFJ/UR; Michael Planzer"
"Brunnifirn,A51d-15,2018-09-04,,2019-09-20,,-6.90,2570,AFJ/UR; Michael Planzer"
"Brunnifirn,A51d-15,2019-09-20,,2020-08-28,,-5.80,2570,AFJ/UR; Michael Planzer"
"Brunnifirn,A51d-15,2020-08-28,,2021-09-24,,-9.60,2570,AFJ/UR; Michael Planzer"
"Brunnifirn,A51d-15,2021-09-24,,2022-09-22,,-17.00,2570,AFJ/UR; René Planzer"
"Brunnifirn,A51d-15,2022-09-22,,2023-09-28,,-9.70,2570,AFJ/UR; René Planzer"
"Brunnifirn,A51d-15,2023-09-28,,2024-10-17,,-18.80,2570,AFJ/UR; René Planzer"
"St. Annafirn,A51e-12,1867-09-01,x,1882-09-01,x,-365.00,,-"
"St. Annafirn,A51e-12,1923-09-01,x,1924-09-01,x,0.00,,-"
"St. Annafirn,A51e-12,1926-09-01,x,1927-09-01,x,1.00,,-"
"St. Annafirn,A51e-12,1927-09-01,x,1928-09-01,x,-10.00,,-"
"St. Annafirn,A51e-12,1928-09-01,x,1929-09-01,x,-2.00,,-"
"St. Annafirn,A51e-12,1929-09-01,x,1930-09-01,x,-4.00,,-"
"St. Annafirn,A51e-12,1930-09-01,x,1931-09-01,x,4.00,,-"
"St. Annafirn,A51e-12,1931-09-01,x,1932-09-01,x,2.00,,-"
"St. Annafirn,A51e-12,1932-09-01,x,1933-09-01,x,-7.00,,-"
"St. Annafirn,A51e-12,1933-09-01,x,1935-09-01,x,-43.00,,-"
"St. Annafirn,A51e-12,1935-09-01,x,1936-09-01,x,-3.00,,-"
"St. Annafirn,A51e-12,1936-09-01,x,1937-09-01,x,-4.00,,-"
"St. Annafirn,A51e-12,1937-09-01,x,1938-09-01,x,-6.00,,-"
"St. Annafirn,A51e-12,1938-09-01,x,1939-09-01,x,-3.00,,-"
"St. Annafirn,A51e-12,1939-09-01,x,1940-09-01,x,0.00,,-"
"St. Annafirn,A51e-12,1940-09-01,x,1941-09-01,x,-4.00,,-"
"St. Annafirn,A51e-12,1941-09-01,x,1942-09-01,x,-4.00,,-"
"St. Annafirn,A51e-12,1942-09-01,x,1943-09-01,x,-11.00,,-"
"St. Annafirn,A51e-12,1943-09-01,x,1944-09-01,x,0.50,,-"
"St. Annafirn,A51e-12,1944-09-01,x,1945-09-01,x,-2.00,,-"
"St. Annafirn,A51e-12,1945-09-01,x,1946-09-01,x,-3.00,,-"
"St. Annafirn,A51e-12,1946-09-01,x,1947-09-01,x,-6.00,,-"
"St. Annafirn,A51e-12,1947-09-01,x,1948-09-01,x,-27.00,,-"
"St. Annafirn,A51e-12,1948-09-01,x,1949-09-01,x,-9.00,,-"
"St. Annafirn,A51e-12,1949-09-01,x,1950-09-01,x,-15.00,,-"
"St. Annafirn,A51e-12,1950-09-01,x,1951-09-01,x,-2.00,,-"
"St. Annafirn,A51e-12,1951-09-01,x,1952-09-01,x,-32.00,,-"
"St. Annafirn,A51e-12,1952-09-01,x,1953-09-01,x,-10.00,,-"
"St. Annafirn,A51e-12,1953-09-01,x,1954-09-01,x,-30.00,,-"
"St. Annafirn,A51e-12,1954-09-01,x,1955-09-01,x,-2.00,,-"
"St. Annafirn,A51e-12,1955-09-01,x,1956-09-01,x,-20.00,,-"
"St. Annafirn,A51e-12,1956-09-01,x,1957-09-01,x,-11.00,,-"
"St. Annafirn,A51e-12,1957-09-01,x,1958-09-01,x,-8.00,,-"
"St. Annafirn,A51e-12,1958-09-01,x,1959-09-01,x,4.00,,-"
"St. Annafirn,A51e-12,1959-09-01,x,1960-09-01,x,-15.00,,-"
"St. Annafirn,A51e-12,1960-09-01,x,1961-09-01,x,21.00,,-"
"St. Annafirn,A51e-12,1961-09-01,x,1962-09-01,x,-6.00,,-"
"St. Annafirn,A51e-12,1962-09-01,x,1963-09-01,x,0.00,,-"
"St. Annafirn,A51e-12,1963-09-01,x,1964-09-01,x,-7.00,,-"
"St. Annafirn,A51e-12,1964-09-01,x,1965-09-01,x,4.00,,-"
"St. Annafirn,A51e-12,1965-09-01,x,1966-09-01,x,15.00,,-"
"St. Annafirn,A51e-12,1966-09-01,x,1967-09-01,x,-8.00,,-"
"St. Annafirn,A51e-12,1967-09-01,x,1968-09-01,x,-1.00,,-"
"St. Annafirn,A51e-12,1968-09-01,x,1969-09-01,x,13.00,,-"
"St. Annafirn,A51e-12,1969-09-01,x,1970-09-01,x,-21.00,,-"
"St. Annafirn,A51e-12,1970-09-01,x,1971-09-01,x,-9.00,,-"
"St. Annafirn,A51e-12,1971-09-01,x,1972-09-01,x,2.00,,-"
"St. Annafirn,A51e-12,1972-09-01,x,1973-09-01,x,-22.00,,-"
"St. Annafirn,A51e-12,1973-09-01,x,1974-09-01,x,0.00,,-"
"St. Annafirn,A51e-12,1974-09-01,x,1975-09-01,x,8.00,,-"
"St. Annafirn,A51e-12,1975-09-01,x,1976-09-01,x,4.00,,-"
"St. Annafirn,A51e-12,1976-09-01,x,1977-09-01,x,4.00,,-"
"St. Annafirn,A51e-12,1977-09-01,x,1978-09-01,x,1.00,,-"
"St. Annafirn,A51e-12,1978-09-01,x,1979-09-01,x,0.00,,-"
"St. Annafirn,A51e-12,1979-09-01,x,1980-09-01,x,2.00,,-"
"St. Annafirn,A51e-12,1980-09-01,x,1982-09-01,x,-4.00,,-"
"St. Annafirn,A51e-12,1982-09-01,x,1983-09-01,x,-4.00,,-"
"St. Annafirn,A51e-12,1983-09-01,x,1985-09-01,x,2.00,,-"
"St. Annafirn,A51e-12,1985-09-01,x,1986-09-01,x,0.00,,-"
"St. Annafirn,A51e-12,1986-09-01,x,1987-09-01,x,0.00,,-"
"St. Annafirn,A51e-12,1987-09-01,x,1988-09-01,x,-2.00,,-"
"St. Annafirn,A51e-12,1988-09-01,x,1989-09-01,x,-3.00,,-"
"St. Annafirn,A51e-12,1989-09-01,x,1991-09-01,x,-12.00,,-"
"St. Annafirn,A51e-12,1991-09-01,x,1992-09-01,x,-5.00,,-"
"St. Annafirn,A51e-12,1992-09-01,x,1994-09-01,x,-7.00,,-"
"St. Annafirn,A51e-12,1994-09-01,x,1995-09-01,x,-1.00,,-"
"St. Annafirn,A51e-12,1995-09-01,x,1997-09-01,x,-3.00,,-"
"St. Annafirn,A51e-12,1997-09-01,x,1999-09-14,,-16.00,,-"
"St. Annafirn,A51e-12,1999-09-14,,2000-09-14,,-11.10,2580,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2000-09-14,,2002-09-17,,-7.80,2580,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2002-09-17,,2003-09-26,,-17.90,2580,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2003-09-26,,2004-10-12,,-7.80,2580,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2004-10-12,,2006-09-20,,-26.70,2580,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2006-09-20,,2008-08-29,,-20.20,2585,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2008-08-29,,2009-09-26,,-6.00,2585,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2009-09-26,,2010-09-11,,-13.30,2585,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2010-09-11,,2011-10-01,,-9.10,2585,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2011-10-01,,2012-10-05,,-13.30,2585,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2012-10-05,,2013-09-06,,-7.90,2600,AFJ/UR; Jann Marx"
"St. Annafirn,A51e-12,2013-09-06,,2014-09-26,,-9.20,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2014-09-26,,2015-10-02,,-12.90,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2015-10-02,,2016-10-31,,-12.50,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2016-10-31,,2017-10-04,,-7.50,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2017-10-04,,2018-09-10,,-7.00,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2018-09-10,,2019-09-20,,-10.00,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2019-09-20,,2020-09-04,,-61.00,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2020-09-04,,2021-09-24,,-22.50,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2021-09-24,,2022-09-21,,-22.00,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2022-09-21,,2023-09-26,,-5.00,,AFJ/UR; Lukas Eggimann"
"St. Annafirn,A51e-12,2023-09-26,,2024-09-03,,-3.50,2640,AFJ/UR; Lukas Eggimann"
"Ghiacciaio di Lucendro,A51e-16,1895-09-01,x,1896-09-01,x,0.00,,-"
"Ghiacciaio di Lucendro,A51e-16,1896-09-01,x,1898-09-01,x,-3.00,,-"
"Ghiacciaio di Lucendro,A51e-16,1898-09-01,x,1901-09-01,x,-35.00,,-"
"Ghiacciaio di Lucendro,A51e-16,1901-09-01,x,1904-09-01,x,-35.00,,-"
"Ghiacciaio di Lucendro,A51e-16,1904-09-01,x,1905-09-01,x,-6.00,,-"
"Ghiacciaio di Lucendro,A51e-16,1905-09-01,x,1909-09-01,x,-12.00,,-"
"Ghiacciaio di Lucendro,A51e-16,1909-09-01,x,1911-09-01,x,-65.00,,-"
"Witenwasserengletscher,A51e-20,1893-09-01,x,1894-09-01,x,-26.00,,-"
"Witenwasserengletscher,A51e-20,1894-09-01,x,1895-09-01,x,-18.00,,-"
"Witenwasserengletscher,A51e-20,1895-09-01,x,1896-09-01,x,0.00,,-"
"Witenwasserengletscher,A51e-20,1919-09-01,x,1920-09-01,x,0.00,,-"
"Witenwasserengletscher,A51e-20,1922-09-01,x,1923-09-01,x,0.00,,-"
"Witenwasserengletscher,A51e-20,1923-09-01,x,1924-09-01,x,0.00,,-"
"Witenwasserengletscher,A51e-20,1935-09-01,x,1936-09-01,x,-15.00,,-"
"Witenwasserengletscher,A51e-20,1936-09-01,x,1937-09-01,x,-12.00,,-"
"Witenwasserengletscher,A51e-20,1937-09-01,x,1938-09-01,x,-9.00,,-"
"Tiefengletscher,A51e-37,1922-09-01,x,1923-09-01,x,0.00,,-"
"Tiefengletscher,A51e-37,1926-09-01,x,1927-09-01,x,8.00,,-"
"Tiefengletscher,A51e-37,1927-09-01,x,1928-09-01,x,-5.00,,-"
"Tiefengletscher,A51e-37,1928-09-01,x,1929-09-01,x,-10.00,,-"
"Tiefengletscher,A51e-37,1929-09-01,x,1930-09-01,x,-2.00,,-"
"Tiefengletscher,A51e-37,1930-09-01,x,1931-09-01,x,-4.00,,-"
"Tiefengletscher,A51e-37,1931-09-01,x,1932-09-01,x,-1.00,,-"
"Tiefengletscher,A51e-37,1932-09-01,x,1933-09-01,x,6.00,,-"
"Tiefengletscher,A51e-37,1933-09-01,x,1934-09-01,x,-23.00,,-"
"Tiefengletscher,A51e-37,1934-09-01,x,1935-09-01,x,-5.00,,-"
"Tiefengletscher,A51e-37,1935-09-01,x,1936-09-01,x,-6.00,,-"
"Tiefengletscher,A51e-37,1936-09-01,x,1937-09-01,x,-7.00,,-"
"Tiefengletscher,A51e-37,1937-09-01,x,1938-09-01,x,-6.00,,-"
"Tiefengletscher,A51e-37,1938-09-01,x,1939-09-01,x,-4.00,,-"
"Tiefengletscher,A51e-37,1939-09-01,x,1940-09-01,x,-1.00,,-"
"Tiefengletscher,A51e-37,1940-09-01,x,1941-09-01,x,-4.00,,-"
"Tiefengletscher,A51e-37,1941-09-01,x,1942-09-01,x,-10.00,,-"
"Tiefengletscher,A51e-37,1942-09-01,x,1943-09-01,x,-13.00,,-"
"Tiefengletscher,A51e-37,1943-09-01,x,1944-09-01,x,-15.50,,-"
"Tiefengletscher,A51e-37,1944-09-01,x,1945-09-01,x,-5.00,,-"
"Tiefengletscher,A51e-37,1945-09-01,x,1947-09-01,x,-11.00,,-"
"Tiefengletscher,A51e-37,1947-09-01,x,1948-09-01,x,-12.00,,-"
"Tiefengletscher,A51e-37,1948-09-01,x,1949-09-01,x,-15.00,,-"
"Tiefengletscher,A51e-37,1949-09-01,x,1950-09-01,x,-12.00,,-"
"Tiefengletscher,A51e-37,1950-09-01,x,1951-09-01,x,-15.00,,-"
"Tiefengletscher,A51e-37,1951-09-01,x,1952-09-01,x,-11.00,,-"
"Tiefengletscher,A51e-37,1952-09-01,x,1953-09-01,x,-18.00,,-"
"Tiefengletscher,A51e-37,1953-09-01,x,1954-09-01,x,-22.00,,-"
"Tiefengletscher,A51e-37,1954-09-01,x,1955-09-01,x,10.00,,-"
"Tiefengletscher,A51e-37,1955-09-01,x,1956-09-01,x,-13.00,,-"
"Tiefengletscher,A51e-37,1956-09-01,x,1957-09-01,x,-12.00,,-"
"Tiefengletscher,A51e-37,1957-09-01,x,1958-09-01,x,-6.00,,-"
"Tiefengletscher,A51e-37,1958-09-01,x,1959-09-01,x,-16.00,,-"
"Tiefengletscher,A51e-37,1959-09-01,x,1960-09-01,x,-18.00,,-"
"Tiefengletscher,A51e-37,1960-09-01,x,1961-09-01,x,10.00,,-"
"Tiefengletscher,A51e-37,1961-09-01,x,1962-09-01,x,-37.00,,-"
"Tiefengletscher,A51e-37,1962-09-01,x,1963-09-01,x,-9.00,,-"
"Tiefengletscher,A51e-37,1963-09-01,x,1964-09-01,x,-20.00,,-"
"Tiefengletscher,A51e-37,1964-09-01,x,1965-09-01,x,-20.00,,-"
"Tiefengletscher,A51e-37,1965-09-01,x,1966-09-01,x,3.00,,-"
"Tiefengletscher,A51e-37,1966-09-01,x,1967-09-01,x,-16.00,,-"
"Tiefengletscher,A51e-37,1967-09-01,x,1968-09-01,x,-6.00,,-"
"Tiefengletscher,A51e-37,1968-09-01,x,1969-09-01,x,-13.00,,-"
"Tiefengletscher,A51e-37,1969-09-01,x,1970-09-01,x,-10.00,,-"
"Tiefengletscher,A51e-37,1970-09-01,x,1971-09-01,x,-13.00,,-"
"Tiefengletscher,A51e-37,1971-09-01,x,1972-09-01,x,-13.00,,-"
"Tiefengletscher,A51e-37,1972-09-01,x,1973-09-01,x,-14.00,,-"
"Tiefengletscher,A51e-37,1973-09-01,x,1974-09-01,x,4.00,,-"
"Tiefengletscher,A51e-37,1974-09-01,x,1975-09-01,x,3.00,,-"
"Tiefengletscher,A51e-37,1975-09-01,x,1976-09-01,x,-7.00,,-"
"Tiefengletscher,A51e-37,1976-09-01,x,1977-09-01,x,5.00,,-"
"Tiefengletscher,A51e-37,1977-09-01,x,1978-09-01,x,4.00,,-"
"Tiefengletscher,A51e-37,1978-09-01,x,1979-09-01,x,-8.00,,-"
"Tiefengletscher,A51e-37,1979-09-01,x,1980-09-01,x,4.00,,-"
"Tiefengletscher,A51e-37,1980-09-01,x,1981-09-01,x,1.00,,-"
"Tiefengletscher,A51e-37,1981-09-01,x,1982-09-01,x,2.00,,-"
"Tiefengletscher,A51e-37,1982-09-01,x,1983-09-01,x,-6.00,,-"
"Tiefengletscher,A51e-37,1983-09-01,x,1985-09-01,x,-4.00,,-"
"Tiefengletscher,A51e-37,1985-09-01,x,1986-09-01,x,-3.00,,-"
"Tiefengletscher,A51e-37,1986-09-01,x,1987-09-01,x,-4.00,,-"
"Tiefengletscher,A51e-37,1987-09-01,x,1988-09-01,x,-6.00,,-"
"Tiefengletscher,A51e-37,1988-09-01,x,1989-09-01,x,-10.00,,-"
"Tiefengletscher,A51e-37,1989-09-01,x,1990-09-01,x,-12.00,,-"
"Tiefengletscher,A51e-37,1990-09-01,x,1991-09-01,x,-14.00,,-"
"Tiefengletscher,A51e-37,1991-09-01,x,1992-09-01,x,-7.00,,-"
"Tiefengletscher,A51e-37,1992-09-01,x,1994-09-01,x,-20.00,,-"
"Tiefengletscher,A51e-37,1994-09-01,x,1995-09-01,x,3.00,,-"
"Tiefengletscher,A51e-37,1995-09-01,x,1996-09-01,x,-14.00,,-"
"Tiefengletscher,A51e-37,1996-09-01,x,1997-09-01,x,-11.00,,-"
"Tiefengletscher,A51e-37,1997-09-01,x,1999-09-01,x,-20.00,,-"
"Tiefengletscher,A51e-37,1999-09-09,,2000-09-24,,-16.60,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2000-09-24,,2001-10-06,,-7.45,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2001-10-06,,2002-09-07,,-15.30,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2002-09-07,,2003-09-14,,-22.10,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2003-09-14,,2004-09-18,,-6.80,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2004-09-18,,2005-09-21,,-19.80,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2005-09-21,,2006-09-22,,-14.10,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2006-09-22,,2007-09-24,,-19.30,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2007-09-24,,2008-08-27,,-31.80,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2008-08-27,,2009-09-10,,-15.70,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2009-09-10,,2010-09-19,,-16.40,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2010-09-19,,2011-09-10,,-26.90,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2011-09-10,,2012-09-10,,-41.70,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2012-09-10,,2013-09-22,,-29.10,2520,AFJ/UR; Jann Marx"
"Tiefengletscher,A51e-37,2013-09-22,,2014-09-26,,-29.50,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2014-09-26,,2015-10-02,,-36.50,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2015-10-02,,2016-10-08,,-22.50,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2016-10-08,,2017-10-05,,-620.00,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2017-10-05,,2018-09-10,,-7.00,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2018-09-10,,2019-09-19,,-14.00,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2019-09-19,,2020-09-04,,-34.00,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2020-09-04,,2021-09-02,,-2.50,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2021-09-02,,2022-09-23,,-16.50,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2022-09-23,,2023-09-08,,-37.50,,AFJ/UR; Lukas Eggimann"
"Tiefengletscher,A51e-37,2023-09-08,,2024-09-20,,-6.00,2670,AFJ/UR; Lukas Eggimann"
"Dammagletscher,A51f-10,1921-09-01,x,1922-09-01,x,10.00,,-"
"Dammagletscher,A51f-10,1922-09-01,x,1923-09-01,x,0.00,,-"
"Dammagletscher,A51f-10,1923-09-01,x,1925-09-01,x,-5.00,,-"
"Dammagletscher,A51f-10,1925-09-01,x,1926-09-01,x,13.00,,-"
"Dammagletscher,A51f-10,1926-09-01,x,1927-09-01,x,-10.00,,-"
"Dammagletscher,A51f-10,1927-09-01,x,1928-09-01,x,-4.00,,-"
"Dammagletscher,A51f-10,1928-09-01,x,1929-09-01,x,25.00,,-"
"Dammagletscher,A51f-10,1929-09-01,x,1930-09-01,x,-18.00,,-"
"Dammagletscher,A51f-10,1930-09-01,x,1931-09-01,x,-11.00,,-"
"Dammagletscher,A51f-10,1931-09-01,x,1932-09-01,x,-6.00,,-"
"Dammagletscher,A51f-10,1932-09-01,x,1933-09-01,x,-9.00,,-"
"Dammagletscher,A51f-10,1933-09-01,x,1934-09-01,x,-46.00,,-"
"Dammagletscher,A51f-10,1934-09-01,x,1935-09-01,x,-19.00,,-"
